2019-05,13134.37,3006.71,10127.67,25166.91,-215.26,17388.14,17603.40,,,-215.26,2939.69,2939.69,0.00,21.51,5040.43,-318.98,96.13,96.13,0.00,14488.31,0.00,12686.18,12686.18,,,0.00,614.60,614.60,0.00,1072.76,114.77,114.77,0.00,10678.60,-215.26,4701.96,4917.22,,,-215.26,2325.09,2325.09,0.00,-1051.25,5040.43,-318.98,-18.65,-18.65,0.00,ND,ND
2019-06,8653.89,-4036.71,12690.60,13151.44,-206.99,6944.50,7151.48,,,-206.99,-249.46,-249.46,0.00,3782.08,2938.95,-245.70,-18.93,-18.93,0.00,1945.94,0.00,1095.30,1095.30,,,0.00,589.44,589.44,0.00,260.80,0.39,0.39,0.00,11205.50,-206.99,5849.19,6056.18,,,-206.99,-838.90,-838.90,0.00,3521.28,2938.95,-245.70,-19.32,-19.32,0.00,1879.60,5262.05
2019-07,24330.50,11295.72,13034.78,21383.55,-192.54,15733.20,15925.74,,,-192.54,1812.23,1812.23,0.00,1116.61,3057.14,-280.09,-55.53,-55.53,0.00,10607.53,0.00,9897.96,9897.96,,,0.00,-234.69,-234.69,0.00,976.30,-32.03,-32.03,0.00,10776.03,-192.54,5835.24,6027.79,,,-192.54,2046.92,2046.92,0.00,140.31,3057.14,-280.09,-23.50,-23.50,0.00,ND,ND
2019-08,14355.09,1334.04,13021.06,36357.89,-191.21,13567.27,13758.48,,,-191.21,1059.33,1059.33,0.00,3185.50,18737.47,-324.96,133.29,133.29,0.00,6756.86,0.00,6931.41,6931.41,,,0.00,-261.70,-261.70,0.00,29.64,57.51,57.51,0.00,29601.04,-191.21,6635.85,6827.07,,,-191.21,1321.03,1321.03,0.00,3155.86,18737.47,-324.96,75.78,75.78,0.00,ND,ND
2019-09,13113.67,458.76,12654.91,14302.20,-182.77,1687.91,1870.67,,,-182.77,-70.70,-70.70,0.00,2189.37,10845.75,-298.41,-51.72,-51.72,0.00,-3929.93,0.00,-4311.44,-4311.44,,,0.00,110.95,110.95,0.00,348.68,-78.11,-78.11,0.00,18232.12,-182.77,5999.35,6182.11,,,-182.77,-181.65,-181.65,0.00,1840.69,10845.75,-298.41,26.39,26.39,0.00,10613.02,5161.51
2019-10,17306.72,3255.10,14051.62,14997.72,-144.05,11218.98,11363.03,,,-144.05,259.69,259.69,0.00,566.35,3308.83,-376.34,20.21,20.21,0.00,5709.49,0.00,6223.51,6223.51,,,0.00,-501.86,-501.86,0.00,-68.03,55.87,55.87,0.00,9288.23,-144.05,4995.47,5139.52,,,-144.05,761.55,761.55,0.00,634.39,3308.83,-376.34,-35.66,-35.66,0.00,ND,ND
2019-11,1983.02,-9657.85,11640.87,12166.98,-137.20,11701.64,11838.83,,,-137.20,-314.31,-314.31,0.00,-1060.94,1862.45,-302.56,280.69,280.69,0.00,9098.10,0.00,9253.61,9253.61,,,0.00,-517.07,-517.07,0.00,28.60,332.97,332.97,0.00,3068.87,-137.20,2448.03,2585.23,,,-137.20,202.76,202.76,0.00,-1089.54,1862.45,-302.56,-52.28,-52.28,0.00,ND,ND
2019-12,28816.80,15290.14,13526.67,40892.11,-140.93,31716.33,31857.25,,,-140.93,1650.01,1650.01,0.00,4601.24,3086.60,-476.10,314.03,314.03,0.00,33140.45,0.00,31002.95,31002.95,,,0.00,-511.46,-511.46,0.00,2298.89,350.07,350.07,0.00,7751.66,-140.93,713.37,854.30,,,-140.93,2161.48,2161.48,0.00,2302.35,3086.60,-476.10,-36.04,-36.04,0.00,916.25,2901.01
2020-01,15908.16,3806.58,12101.58,2441.48,-111.99,-20041.84,-19929.86,,,-111.99,-2511.68,-2511.68,0.00,-808.34,26403.86,-219.35,-381.16,-381.16,0.00,-26289.88,0.00,-23593.34,-23593.34,,,0.00,-933.45,-933.45,0.00,-1276.34,-486.75,-486.75,0.00,28731.36,-111.99,3551.50,3663.48,,,-111.99,-1578.23,-1578.23,0.00,468.00,26403.86,-219.35,105.59,105.59,0.00,ND,ND
2020-02,13636.36,4689.18,8947.18,-14664.51,-103.97,-14300.50,-14196.53,,,-103.97,-4143.64,-4143.64,0.00,-863.89,5314.00,-251.93,-418.55,-418.55,0.00,-15246.24,0.00,-13911.51,-13911.51,,,0.00,-924.18,-924.18,0.00,-31.71,-378.84,-378.84,0.00,581.72,-103.97,-388.99,-285.03,,,-103.97,-3219.46,-3219.46,0.00,-832.18,5314.00,-251.93,-39.72,-39.72,0.00,ND,ND
2020-03,-19227.92,-23076.89,3848.97,-36833.43,-110.82,-31780.47,-31669.65,,,-110.82,-2538.25,-2538.25,0.00,-1164.95,-365.15,-674.26,-310.34,-310.34,0.00,-33139.96,0.00,-31671.18,-31671.18,,,0.00,-895.95,-895.95,0.00,-316.69,-256.13,-256.13,0.00,-3693.47,-110.82,-109.29,1.53,,,-110.82,-1642.31,-1642.31,0.00,-848.26,-365.15,-674.26,-54.21,-54.21,0.00,11362.69,-78.12
2020-04,-63555.18,-56747.39,-6807.79,-61338.10,-96.54,-56543.55,-56447.01,,,-96.54,-1942.40,-1942.40,0.00,-3669.92,1638.22,-752.64,-67.81,-67.81,0.00,-54748.10,0.00,-51598.79,-51598.79,,,0.00,-264.85,-264.85,0.00,-2832.97,-51.50,-51.50,0.00,-6590.00,-96.54,-4944.76,-4848.22,,,-96.54,-1677.56,-1677.56,0.00,-836.95,1638.22,-752.64,-16.30,-16.30,0.00,ND,ND
2020-05,-19269.13,-25086.70,5817.57,-5731.05,-99.42,-12654.69,-12555.27,,,-99.42,3731.60,3731.60,0.00,581.62,2584.40,-116.01,142.03,142.03,0.00,-13072.01,0.00,-11981.27,-11981.27,,,0.00,-281.96,-281.96,0.00,-952.02,143.23,143.23,0.00,7340.96,-99.42,-673.42,-574.00,,,-99.42,4013.56,4013.56,0.00,1533.64,2584.40,-116.01,-1.21,-1.21,0.00,ND,ND
2020-06,9507.41,-9480.98,18988.40,16558.66,-95.73,3430.55,3526.28,,,-95.73,6042.33,6042.33,0.00,6187.50,953.46,-123.78,68.60,68.60,0.00,-1555.47,0.00,-1595.93,-1595.93,,,0.00,-292.17,-292.17,0.00,258.36,74.27,74.27,0.00,18114.12,-95.73,5026.47,5122.21,,,-95.73,6334.50,6334.50,0.00,5929.14,953.46,-123.78,-5.67,-5.67,0.00,178.12,4506.20
2020-07,17070.47,-1643.04,18713.51,12915.27,-82.52,3163.65,3246.18,,,-82.52,5255.86,5255.86,0.00,3495.44,1300.15,-306.47,6.63,6.63,0.00,-2542.76,0.00,-1616.72,-1616.72,,,0.00,-430.67,-430.67,0.00,-515.10,19.73,19.73,0.00,15458.03,-82.52,4780.38,4862.90,,,-82.52,5686.53,5686.53,0.00,4010.54,1300.15,-306.47,-13.09,-13.09,0.00,ND,ND
2020-08,-5527.13,-9477.22,3950.09,15242.09,-82.04,-1793.43,-1711.38,,,-82.04,3008.72,3008.72,0.00,-307.72,14429.97,-263.52,168.07,168.07,0.00,-4379.85,0.00,-4511.01,-4511.01,,,0.00,-451.94,-451.94,0.00,496.42,86.68,86.68,0.00,19621.94,-82.04,2717.58,2799.63,,,-82.04,3460.66,3460.66,0.00,-804.14,14429.97,-263.52,81.39,81.39,0.00,ND,ND
2020-09,16194.50,2896.75,13297.75,17190.09,-79.40,3163.74,3243.13,,,-79.40,3995.15,3995.15,0.00,2386.25,7906.98,-281.05,19.02,19.02,0.00,-1957.50,0.00,-1218.32,-1218.32,,,0.00,-462.04,-462.04,0.00,-260.89,-16.26,-16.26,0.00,19147.59,-79.40,4382.05,4461.45,,,-79.40,4457.20,4457.20,0.00,2647.13,7906.98,-281.05,35.27,35.27,0.00,7990.50,7006.83
2020-10,4663.83,-4025.47,8689.31,1789.82,-131.34,149.38,280.72,,,-131.34,526.74,526.74,0.00,55.46,1050.56,-53.41,61.09,61.09,0.00,-1864.21,0.00,-1860.07,-1860.07,,,0.00,52.96,52.96,0.00,-143.00,85.90,85.90,0.00,3654.03,-131.34,2009.45,2140.79,,,-131.34,473.78,473.78,0.00,198.46,1050.56,-53.41,-24.81,-24.81,0.00,ND,ND
2020-11,3512.16,-6683.05,10195.22,15348.17,-127.10,12384.11,12511.21,,,-127.10,2650.24,2650.24,0.00,105.71,-85.58,-64.34,358.04,358.04,0.00,13297.08,0.00,12074.02,12074.02,,,0.00,45.68,45.68,0.00,779.05,398.32,398.32,0.00,2051.10,-127.10,310.09,437.19,,,-127.10,2604.56,2604.56,0.00,-673.34,-85.58,-64.34,-40.29,-40.29,0.00,ND,ND
2020-12,15047.57,2733.77,12313.81,25042.62,-127.68,23512.49,23640.17,,,-127.68,-402.77,-402.77,0.00,1069.57,612.11,-103.17,354.39,354.39,0.00,19404.44,0.00,18446.12,18446.12,,,0.00,53.68,53.68,0.00,523.31,381.34,381.34,0.00,5638.18,-127.68,5066.37,5194.05,,,-127.68,-456.45,-456.45,0.00,546.27,612.11,-103.17,-26.95,-26.95,0.00,-871.46,2000.16
2021-01,12134.80,-2968.03,15102.83,-4083.25,-2.56,-28416.19,-28413.62,,,-2.56,5219.13,5219.13,0.00,-1595.43,21197.05,-53.22,-434.58,-434.58,0.00,-34875.00,0.00,-32210.17,-32210.17,,,0.00,-524.46,-524.46,0.00,-1602.15,-538.21,-538.21,0.00,30791.75,-2.56,3793.99,3796.55,,,-2.56,5743.59,5743.59,0.00,6.71,21197.05,-53.22,103.63,103.63,0.00,ND,ND
2021-02,17778.48,2818.62,14959.86,-9394.89,0.99,-15383.56,-15384.55,,,0.99,-2227.89,-2227.89,0.00,3023.38,5641.54,-71.01,-377.35,-377.35,0.00,-16670.55,0.00,-15484.73,-15484.73,,,0.00,-499.47,-499.47,0.00,-346.54,-339.80,-339.80,0.00,7275.66,0.99,101.17,100.18,,,0.99,-1728.42,-1728.42,0.00,3369.92,5641.54,-71.01,-37.55,-37.55,0.00,ND,ND
2021-03,12058.66,-2419.13,14477.79,-4183.25,1.10,-8614.74,-8615.84,,,1.10,6150.26,6150.26,0.00,-3588.76,2283.42,-100.46,-312.97,-312.97,0.00,-11917.56,0.00,-9988.11,-9988.11,,,0.00,-472.85,-472.85,0.00,-1196.98,-259.62,-259.62,0.00,7734.31,1.10,1373.36,1372.26,,,1.10,6623.11,6623.11,0.00,-2391.77,2283.42,-100.46,-53.36,-53.36,0.00,8282.11,5435.65
2021-04,16464.56,-439.94,16904.50,18896.54,-51.87,10451.04,10502.91,,,-51.87,7155.54,7155.54,0.00,474.38,1111.06,-221.01,-74.48,-74.48,0.00,1649.10,0.00,2466.82,2466.82,,,0.00,-2.03,-2.03,0.00,-759.05,-56.65,-56.65,0.00,17247.44,-51.87,7984.22,8036.08,,,-51.87,7157.57,7157.57,0.00,1233.43,1111.06,-221.01,-17.83,-17.83,0.00,ND,ND
2021-05,27625.52,7829.21,19796.31,42032.19,-53.59,28890.50,28944.09,,,-53.59,2621.82,2621.82,0.00,9096.89,1488.46,-213.87,148.40,148.40,0.00,19740.65,0.00,17866.49,17866.49,,,0.00,-52.31,-52.31,0.00,1782.26,144.20,144.20,0.00,22291.55,-53.59,11024.00,11077.60,,,-53.59,2674.13,2674.13,0.00,7314.63,1488.46,-213.87,4.20,4.20,0.00,ND,ND
2021-06,21604.61,9136.04,12468.57,31144.49,-51.87,28168.16,28220.03,,,-51.87,1947.25,1947.25,0.00,-89.51,1215.83,-216.35,119.11,119.11,0.00,18960.78,0.00,18765.68,18765.68,,,0.00,-86.66,-86.66,0.00,158.04,123.72,123.72,0.00,12183.71,-51.87,9402.48,9454.34,,,-51.87,2033.91,2033.91,0.00,-247.55,1215.83,-216.35,-4.60,-4.60,0.00,120.32,11502.01
2021-07,18247.91,5792.42,12455.50,12871.98,-61.40,10158.97,10220.37,,,-61.40,-790.62,-790.62,0.00,2207.25,1448.49,-134.04,-18.07,-18.07,0.00,4746.93,0.00,4515.72,4515.72,,,0.00,-333.46,-333.46,0.00,569.61,-4.94,-4.94,0.00,8125.05,-61.40,5643.25,5704.65,,,-61.40,-457.16,-457.16,0.00,1637.64,1448.49,-134.04,-13.13,-13.13,0.00,ND,ND
2021-08,16997.56,4556.01,12441.56,36930.24,-61.40,18293.76,18355.17,,,-61.40,95.16,95.16,0.00,4472.74,14051.10,-141.69,159.16,159.16,0.00,9629.60,0.00,9216.55,9216.55,,,0.00,-376.08,-376.08,0.00,706.35,82.78,82.78,0.00,27300.64,-61.40,9077.22,9138.62,,,-61.40,471.24,471.24,0.00,3766.39,14051.10,-141.69,76.39,76.39,0.00,ND,ND
2021-09,24231.40,10553.95,13677.45,25215.02,-58.76,12278.64,12337.40,,,-58.76,3247.70,3247.70,0.00,2886.72,6985.48,-196.51,12.99,12.99,0.00,5255.42,0.00,5595.68,5595.68,,,0.00,-399.01,-399.01,0.00,79.97,-21.21,-21.21,0.00,19959.60,-58.76,6682.96,6741.72,,,-58.76,3646.71,3646.71,0.00,2806.76,6985.48,-196.51,34.20,34.20,0.00,6792.11,8579.06
2021-10,17694.98,7710.69,9984.29,14191.98,-38.18,14662.55,14700.74,,,-38.18,-3041.53,-3041.53,0.00,1378.65,1328.13,-190.49,54.67,54.67,0.00,9374.81,0.00,9843.87,9843.87,,,0.00,-941.54,-941.54,0.00,392.45,80.03,80.03,0.00,4817.17,-38.18,4818.69,4856.87,,,-38.18,-2100.00,-2100.00,0.00,986.20,1328.13,-190.49,-25.36,-25.36,0.00,ND,ND
2021-11,28034.36,13603.63,14430.73,41121.58,-36.31,38226.28,38262.60,,,-36.31,-1459.94,-1459.94,0.00,5251.50,-1036.91,-252.88,393.54,393.54,0.00,34456.43,0.00,33480.05,33480.05,,,0.00,-972.80,-972.80,0.00,1515.37,433.81,433.81,0.00,6665.15,-36.31,4746.23,4782.54,,,-36.31,-487.14,-487.14,0.00,3736.13,-1036.91,-252.88,-40.27,-40.27,0.00,ND,ND
2021-12,24951.63,9480.47,15471.16,33081.84,-38.29,31012.38,31050.67,,,-38.29,-1084.63,-1084.63,0.00,3414.80,-346.25,-233.80,319.35,319.35,0.00,25303.32,0.19,24846.25,24846.06,,,0.19,-971.43,-971.43,0.00,1080.10,348.40,348.40,0.00,7778.52,-38.48,6166.13,6204.61,,,-38.48,-113.20,-113.20,0.00,2334.70,-346.25,-233.80,-29.05,-29.05,0.00,-2009.55,4612.49
2022-01,17527.71,9256.92,8270.79,-823.10,-53.37,-17713.70,-17660.33,,,-53.37,-2519.59,-2519.59,0.00,2065.28,18013.08,-208.92,-459.26,-459.26,0.00,-24109.01,3.94,-22909.91,-22913.85,,,3.94,-361.71,-361.71,0.00,-273.66,-563.74,-563.74,0.00,23285.91,-57.31,5196.20,5253.52,,,-57.31,-2157.88,-2157.88,0.00,2338.94,18013.08,-208.92,104.48,104.48,0.00,ND,ND
2022-02,31681.51,11043.25,20638.26,5543.08,-48.90,-2195.45,-2146.55,,,-48.90,2649.83,2649.83,0.00,5631.64,109.24,-300.68,-351.49,-351.49,0.00,-8001.66,3.73,-7026.98,-7030.72,,,3.73,-329.09,-329.09,0.00,-330.72,-314.87,-314.87,0.00,13544.74,-52.63,4831.54,4884.17,,,-52.63,2978.91,2978.91,0.00,5962.36,109.24,-300.68,-36.62,-36.62,0.00,ND,ND
2022-03,38667.42,23038.57,15628.86,23698.83,-50.84,23617.03,23667.87,,,-50.84,-7398.68,-7398.68,0.00,7518.72,477.10,-209.58,-305.78,-305.78,0.00,14233.09,4.27,13978.86,13974.58,,,4.27,-287.58,-287.58,0.00,794.80,-252.99,-252.99,0.00,9465.74,-55.11,9638.18,9693.29,,,-55.11,-7111.10,-7111.10,0.00,6723.92,477.10,-209.58,-52.79,-52.79,0.00,4680.11,5950.72
2022-04,28348.20,13797.30,14550.90,30829.52,59.87,25177.29,25117.42,,,59.87,-2204.62,-2204.62,0.00,8978.02,-765.92,-280.43,-74.82,-74.82,0.00,15775.79,8.76,15695.77,15687.01,,,8.76,-427.56,-427.56,0.00,564.00,-56.42,-56.42,0.00,15053.73,51.11,9481.52,9430.41,,,51.11,-1777.05,-1777.05,0.00,8414.02,-765.92,-280.43,-18.40,-18.40,0.00,ND,ND
2022-05,26748.69,9612.09,17136.60,41513.54,65.28,24849.54,24784.26,,,65.28,-1994.36,-1994.36,0.00,16619.64,2172.58,-285.46,151.62,151.62,0.00,21315.62,9.20,20142.89,20133.69,,,9.20,-491.59,-491.59,0.00,1519.64,144.68,144.68,0.00,20197.92,56.08,4706.65,4650.57,,,56.08,-1502.78,-1502.78,0.00,15100.00,2172.58,-285.46,6.93,6.93,0.00,ND,ND
2022-06,33430.10,14434.39,18995.71,44777.65,69.15,34119.46,34050.30,,,69.15,-1462.01,-1462.01,0.00,11525.29,737.87,-287.92,144.97,144.97,0.00,25656.88,8.99,25253.29,25244.29,,,8.99,-536.21,-536.21,0.00,790.85,148.96,148.96,0.00,19120.77,60.16,8866.17,8806.01,,,60.16,-925.80,-925.80,0.00,10734.44,737.87,-287.92,-3.99,-3.99,0.00,-1149.50,11547.89
2022-07,26697.35,12290.68,14406.66,20242.90,275.72,10487.24,10211.52,,,275.72,-1984.75,-1984.75,0.00,11699.24,386.51,-304.97,-40.38,-40.38,0.00,10863.97,12.38,9815.69,9803.32,,,12.38,-174.38,-174.38,0.00,1250.26,-27.60,-27.60,0.00,9378.93,263.35,671.55,408.21,,,263.35,-1810.37,-1810.37,0.00,10448.98,386.51,-304.97,-12.78,-12.78,0.00,ND,ND
2022-08,27562.84,14977.25,12585.59,46567.55,281.71,25363.44,25081.73,,,281.71,-1265.80,-1265.80,0.00,8666.04,13987.86,-344.52,160.54,160.54,0.00,19906.66,12.47,19134.76,19122.29,,,12.47,-200.09,-200.09,0.00,884.77,87.22,87.22,0.00,26660.89,269.24,6228.68,5959.44,,,269.24,-1065.71,-1065.71,0.00,7781.26,13987.86,-344.52,73.31,73.31,0.00,ND,ND
2022-09,27580.60,9527.39,18053.21,28462.11,270.60,8859.44,8588.84,,,270.60,721.76,721.76,0.00,11581.59,7659.49,-358.79,-1.36,-1.36,0.00,3884.89,11.91,3608.38,3596.47,,,11.91,-195.67,-195.67,0.00,507.92,-35.74,-35.74,0.00,24577.23,258.69,5251.06,4992.37,,,258.69,917.42,917.42,0.00,11073.67,7659.49,-358.79,34.38,34.38,0.00,5911.67,10570.67
2022-10,35160.73,14000.52,21160.21,31464.44,239.87,17635.39,17395.53,,,239.87,1937.65,1937.65,0.00,5218.64,6865.47,-249.15,56.44,56.44,0.00,15478.43,9.25,14215.56,14206.30,,,9.25,196.66,196.66,0.00,983.65,82.57,82.57,0.00,15986.01,230.61,3419.84,3189.22,,,230.61,1740.99,1740.99,0.00,4235.00,6865.47,-249.15,-26.13,-26.13,0.00,ND,ND
2022-11,32734.41,15581.38,17153.03,47317.32,230.17,32419.58,32189.41,,,230.17,1239.70,1239.70,0.00,7581.21,6078.87,-415.66,413.62,413.62,0.00,37429.77,8.80,34888.44,34879.64,,,8.80,164.76,164.76,0.00,1922.96,453.60,453.60,0.00,9887.55,221.37,-2468.86,-2690.23,,,221.37,1074.94,1074.94,0.00,5658.25,6078.87,-415.66,-39.99,-39.99,0.00,ND,ND
2022-12,19366.80,11518.83,7847.97,25912.52,225.13,23004.12,22778.99,,,225.13,-100.59,-100.59,0.00,7586.60,-4764.81,-104.76,291.97,291.97,0.00,26644.14,8.88,24716.89,24708.01,,,8.88,177.72,177.72,0.00,1427.38,322.15,322.15,0.00,-731.62,216.25,-1712.78,-1929.02,,,216.25,-278.31,-278.31,0.00,6159.22,-4764.81,-104.76,-30.18,-30.18,0.00,775.14,7526.76
2023-01,20966.27,10406.95,10559.32,2615.45,20.59,-20314.92,-20335.52,,,20.59,844.39,844.39,0.00,3347.69,19207.18,-23.57,-445.32,-445.32,0.00,-22958.99,5.38,-21877.21,-21882.59,,,5.38,-579.68,-579.68,0.00,49.46,-551.56,-551.56,0.00,25574.44,15.21,1562.28,1547.07,,,15.21,1424.07,1424.07,0.00,3298.23,19207.18,-23.57,106.24,106.24,0.00,ND,ND
2023-02,11264.29,3366.09,7898.21,-14874.13,7.11,-13489.94,-13497.05,,,7.11,-173.99,-173.99,0.00,1883.86,-2711.27,-31.30,-351.49,-351.49,0.00,-15678.82,4.67,-14641.27,-14645.94,,,4.67,-553.04,-553.04,0.00,-169.64,-314.87,-314.87,0.00,804.69,2.45,1151.34,1148.89,,,2.45,379.05,379.05,0.00,2053.50,-2711.27,-31.30,-36.62,-36.62,0.00,ND,ND
2023-03,19664.37,13714.51,5949.86,4695.77,7.54,3476.10,3468.56,,,7.54,2647.40,2647.40,0.00,3052.15,-4158.10,-16.00,-305.78,-305.78,0.00,4909.03,5.12,5612.61,5607.49,,,5.12,-497.79,-497.79,0.00,47.20,-252.99,-252.99,0.00,-213.26,2.42,-2136.51,-2138.93,,,2.42,3145.19,3145.19,0.00,3004.94,-4158.10,-16.00,-52.79,-52.79,0.00,3614.16,5635.31
2023-04,13670.40,13514.68,155.71,16151.72,0.90,16025.70,16024.80,,,0.90,2257.48,2257.48,0.00,4069.24,-6034.18,-91.70,-74.82,-74.82,0.00,15493.18,4.01,14517.34,14513.33,,,4.01,103.17,103.17,0.00,929.09,-56.42,-56.42,0.00,658.54,-3.11,1508.36,1511.47,,,-3.11,2154.30,2154.30,0.00,3140.16,-6034.18,-91.70,-18.40,-18.40,0.00,ND,ND
2023-05,-805.08,7922.69,-8727.77,13959.78,0.58,12497.57,12496.98,,,0.58,4278.42,4278.42,0.00,84.71,-2790.51,-262.03,151.62,151.62,0.00,19626.23,4.09,18501.79,18497.70,,,4.09,55.14,55.14,0.00,924.61,144.68,144.68,0.00,-5666.45,-3.51,-6004.22,-6000.72,,,-3.51,4223.28,4223.28,0.00,-839.90,-2790.51,-262.03,6.93,6.93,0.00,ND,ND
2023-06,12808.22,-1070.50,13878.72,24155.76,9.85,5987.07,5977.22,,,9.85,13932.82,13932.82,0.00,4840.38,-718.79,-30.67,144.97,144.97,0.00,10151.98,3.78,9480.78,9477.00,,,3.78,-13.50,-13.50,0.00,535.75,148.96,148.96,0.00,14003.78,6.07,-3493.72,-3499.78,,,6.07,13946.32,13946.32,0.00,4304.63,-718.79,-30.67,-3.99,-3.99,0.00,-3298.43,6253.65
2023-07,13243.01,10714.66,2528.36,6788.56,192.81,2456.05,2263.24,,,192.81,4429.54,4429.54,0.00,3939.79,-3247.38,-749.05,-40.38,-40.38,0.00,9287.94,0.51,7724.18,7723.67,,,0.51,-90.20,-90.20,0.00,1681.56,-27.60,-27.60,0.00,-2499.38,192.30,-5268.13,-5460.43,,,192.30,4519.73,4519.73,0.00,2258.22,-3247.38,-749.05,-12.78,-12.78,0.00,ND,ND
2023-08,-12361.35,16945.89,-29307.24,6643.36,202.09,25309.33,25107.23,,,202.09,4995.40,4995.40,0.00,3361.88,-27091.43,-92.35,160.54,160.54,0.00,21875.30,0.34,21168.85,21168.51,,,0.34,-125.70,-125.70,0.00,744.93,87.22,87.22,0.00,-15231.94,201.76,4140.48,3938.72,,,201.76,5121.10,5121.10,0.00,2616.95,-27091.43,-92.35,73.31,73.31,0.00,ND,ND
2023-09,12224.90,4443.54,7781.36,13106.42,176.02,179.62,3.60,,,176.02,2769.83,2769.83,0.00,2582.24,7643.85,-67.76,-1.36,-1.36,0.00,-1198.96,0.29,-1093.84,-1094.14,,,0.29,-134.92,-134.92,0.00,65.55,-35.74,-35.74,0.00,14305.38,175.72,1273.46,1097.74,,,175.72,2904.75,2904.75,0.00,2516.69,7643.85,-67.76,34.38,34.38,0.00,-9277.65,6780.47
2023-10,5134.22,2878.75,2255.48,1437.93,0.00,-1109.35,-1109.35,,,0.00,2367.09,2367.09,0.00,2194.65,-1868.25,-202.65,56.44,56.44,0.00,4356.66,0.00,3118.64,3118.64,,,0.00,4.28,4.28,0.00,1151.17,82.57,82.57,0.00,-2918.73,0.00,-4227.99,-4227.99,,,0.00,2362.81,2362.81,0.00,1043.47,-1868.25,-202.65,-26.13,-26.13,0.00,,